24678.574 4050.9537  2  2  0.07629 -0.012523 0.02367
24678.574 4050.9537  2  1  0.10290 -0.016890 0.01458
24678.574 4050.9537  1  2  0.05853 -0.009608 0.01458
24678.574 4050.9537  1  1  0.08514 -0.013975 0.02292
24641.410 4057.0634  7  7 -0.00033  0.000054 0.20833
24641.410 4057.0634  7  6  0.06412 -0.010557 0.02604
24641.410 4057.0634  6  7 -0.06459  0.010634 0.02604
24641.410 4057.0634  6  6 -0.00014  0.000023 0.13542
24641.410 4057.0634  6  5  0.05510 -0.009072 0.04167
24641.410 4057.0634  5  6 -0.05522  0.009092 0.04167
24641.410 4057.0634  5  5  0.00002 -0.000003 0.08185
24641.410 4057.0634  5  4  0.04605 -0.007582 0.04836
24641.410 4057.0634  4  5 -0.04588  0.007554 0.04836
24641.410 4057.0634  4  4  0.00015 -0.000025 0.04464
24641.410 4057.0634  4  3  0.03698 -0.006089 0.04762
24641.410 4057.0634  3  4 -0.03657  0.006021 0.04762
24641.410 4057.0634  3  3  0.00026 -0.000043 0.02083
24641.410 4057.0634  3  2  0.02788 -0.004590 0.04092
24641.410 4057.0634  2  3 -0.02728  0.004492 0.04092
24641.410 4057.0634  2  2  0.00034 -0.000056 0.00744
24641.410 4057.0634  2  1  0.01875 -0.003087 0.02976
24641.410 4057.0634  1  2 -0.01802  0.002967 0.02976
24641.410 4057.0634  1  1  0.00039 -0.000065 0.00149
24641.410 4057.0634  1  0  0.00960 -0.001580 0.01563
24641.410 4057.0634  0  1 -0.00879  0.001447 0.01563
24384.651 4099.7833  7  6 -0.08570  0.014409 0.23437
24384.651 4099.7833  6  6 -0.09900  0.016645 0.03385
24384.651 4099.7833  6  5 -0.02434  0.004092 0.16927
24384.651 4099.7833  5  6 -0.11040  0.018562 0.00260
24384.651 4099.7833  5  5 -0.03574  0.006008 0.05320
24384.651 4099.7833  5  4  0.02655 -0.004465 0.11607
24384.651 4099.7833  4  5 -0.04524  0.007606 0.00670
24384.651 4099.7833  4  4  0.01705 -0.002867 0.06027
24384.651 4099.7833  4  3  0.06693 -0.011253 0.07366
24384.651 4099.7833  3  4  0.00945 -0.001589 0.01116
24384.651 4099.7833  3  3  0.05933 -0.009976 0.05729
24384.651 4099.7833  3  2  0.09677 -0.016270 0.04092
24384.651 4099.7833  2  3  0.05363 -0.009017 0.01488
24384.651 4099.7833  2  2  0.09107 -0.015312 0.04650
24384.651 4099.7833  2  1  0.11604 -0.019510 0.01674
24384.651 4099.7833  1  2  0.08727 -0.014673 0.01674
24384.651 4099.7833  1  1  0.11224 -0.018871 0.03013
24384.651 4099.7833  0  1  0.11034 -0.018552 0.01563
24352.732 4105.1570  6  5 -0.06659  0.011225 0.27083
24352.732 4105.1570  5  5 -0.06959  0.011731 0.06417
24352.732 4105.1570  5  4 -0.00213  0.000360 0.16500
24352.732 4105.1570  4  5 -0.07209  0.012152 0.00875
24352.732 4105.1570  4  4 -0.00463  0.000781 0.09281
24352.732 4105.1570  4  3  0.04956 -0.008355 0.08594
24352.732 4105.1570  3  4 -0.00663  0.001118 0.02344
24352.732 4105.1570  3  3  0.04756 -0.008018 0.09115
24352.732 4105.1570  3  2  0.08834 -0.014893 0.03125
24352.732 4105.1570  2  3  0.04606 -0.007765 0.04167
24352.732 4105.1570  2  2  0.08684 -0.014640 0.06250
24352.732 4105.1570  1  2  0.08584 -0.014471 0.06250
24313.514 4111.7788  8  8 -0.16504  0.027911 0.19560
24313.514 4111.7788  8  7 -0.05629  0.009519 0.01690
24313.514 4111.7788  7  8 -0.18984  0.032106 0.01690
24313.514 4111.7788  7  7 -0.08109  0.013714 0.14289
24313.514 4111.7788  7  6  0.01397 -0.002362 0.02771
24313.514 4111.7788  6  7 -0.10279  0.017383 0.02771
24313.514 4111.7788  6  6 -0.00773  0.001307 0.10165
24313.514 4111.7788  6  5  0.07367 -0.012459 0.03314
24313.514 4111.7788  5  6 -0.02633  0.004453 0.03314
24313.514 4111.7788  5  5  0.05507 -0.009314 0.07042
24313.514 4111.7788  5  4  0.12286 -0.020777 0.03394
24313.514 4111.7788  4  5  0.03957 -0.006692 0.03394
24313.514 4111.7788  4  4  0.10736 -0.018156 0.04778
24313.514 4111.7788  4  3  0.16155 -0.027321 0.03078
24313.514 4111.7788  3  4  0.09496 -0.016059 0.03078
24313.514 4111.7788  3  3  0.14915 -0.025224 0.03248
24313.514 4111.7788  3  2  0.18978 -0.032094 0.02424
24313.514 4111.7788  2  3  0.13985 -0.023651 0.02424
24313.514 4111.7788  2  2  0.18048 -0.030522 0.02367
24313.514 4111.7788  2  1  0.20755 -0.035100 0.01458
24313.514 4111.7788  1  2  0.17428 -0.029473 0.01458
24313.514 4111.7788  1  1  0.20135 -0.034052 0.02292
24293.438 4115.1768  7  7 -0.13299  0.022528 0.20833
24293.438 4115.1768  7  6 -0.04367  0.007398 0.02604
24293.438 4115.1768  6  7 -0.14629  0.024781 0.02604
24293.438 4115.1768  6  6 -0.05697  0.009651 0.13542
24293.438 4115.1768  6  5  0.01956 -0.003314 0.04167
24293.438 4115.1768  5  6 -0.06837  0.011582 0.04167
24293.438 4115.1768  5  5  0.00816 -0.001383 0.08185
24293.438 4115.1768  5  4  0.07193 -0.012184 0.04836
24293.438 4115.1768  4  5 -0.00134  0.000227 0.04836
24293.438 4115.1768  4  4  0.06243 -0.010575 0.04464
24293.438 4115.1768  4  3  0.11343 -0.019214 0.04762
24293.438 4115.1768  3  4  0.05483 -0.009287 0.04762
24293.438 4115.1768  3  3  0.10583 -0.017927 0.02083
24293.438 4115.1768  3  2  0.14407 -0.024406 0.04092
24293.438 4115.1768  2  3  0.10013 -0.016961 0.04092
24293.438 4115.1768  2  2  0.13837 -0.023440 0.00744
24293.438 4115.1768  2  1  0.16387 -0.027759 0.02976
24293.438 4115.1768  1  2  0.13457 -0.022797 0.02976
24293.438 4115.1768  1  1  0.16007 -0.027115 0.00149
24293.438 4115.1768  1  0  0.17282 -0.029274 0.01563
24293.438 4115.1768  0  1  0.15817 -0.026793 0.01563
24285.797 4116.4716  6  6 -0.10460  0.017730 0.22569
24285.797 4116.4716  6  5 -0.02994  0.005074 0.04514
24285.797 4116.4716  5  6 -0.10760  0.018238 0.04514
24285.797 4116.4716  5  5 -0.03294  0.005583 0.11546
